school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1_math,G2_math,G3_math,GT_math,G1_scale_math,G2_scale_math,G3_scale_math,GT_scale_math,G1_scale_math,G2_scale_math,G3_scale_math,GT_scale_math,G1_math_rank,G2_math_rank,G3_math_rank,GT_math_rank,G1_math_rank_bin,G2_math_rank_bin,G3_math_rank_bin,GT_math_rank_bin
GP,F,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,2,2,0,10,8,9,27,-0.2741669275963179,-0.7224146133200599,-0.3092878776104837,-0.4583576038136233,-0.2741669275963179,-0.7224146133200599,-0.3092878776104837,-0.4583576038136233,203,300,266,264,5,6,6,6
GP,F,15,U,GT3,T,2,1,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,4,10,12,12,34,-0.2741669275963179,0.34233826825241637,0.34635815990011215,0.14549904139675998,-0.2741669275963179,0.34233826825241637,0.34635815990011215,0.14549904139675998,203,128,132,167,5,4,4,5
GP,M,15,U,LE3,T,4,4,health,services,course,father,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,5,2,14,14,14,42,0.9324730322983409,0.8747147090386544,0.7834555182405094,0.9093107013221888,0.9324730322983409,0.8747147090386544,0.7834555182405094,0.9093107013221888,66,68,74,75,3,3,3,3
GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,5,4,3,1,2,3,2,10,10,11,31,-0.2741669275963179,-0.19003817253382177,0.12780948072991352,-0.11807420240809904,-0.2741669275963179,-0.19003817253382177,0.12780948072991352,-0.11807420240809904,203,204,163,207,5,5,5,5
GP,M,15,U,GT3,A,2,2,other,other,home,other,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,0,14,16,16,46,0.9324730322983409,1.4070911498248926,1.2205528765809066,1.2495941027277133,0.9324730322983409,1.4070911498248926,1.2205528765809066,1.2495941027277133,66,21,25,35,3,2,2,2
GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,4,14,14,14,42,0.9324730322983409,0.8747147090386544,0.7834555182405094,0.9093107013221888,0.9324730322983409,0.8747147090386544,0.7834555182405094,0.9093107013221888,66,68,74,75,3,3,3,3
GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,2,3,1,2,2,6,13,14,14,41,0.6308130423246762,0.8747147090386544,0.7834555182405094,0.8034286366922126,0.6308130423246762,0.8747147090386544,0.7834555182405094,0.8034286366922126,96,68,74,82,4,3,3,3
GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,4,8,10,10,28,-0.8774869075436472,-0.19003817253382177,-0.0907391984402851,-0.40654848926871656,-0.8774869075436472,-0.19003817253382177,-0.0907391984402851,-0.40654848926871656,285,204,210,243,6,5,5,6
GP,M,17,U,GT3,T,3,2,services,services,course,mother,1,1,3,no,yes,no,yes,yes,yes,yes,no,5,5,5,2,4,5,16,6,5,5,16,-1.4808068874909766,-1.520979274499417,-1.1834825942912781,-1.4690211220424796,-1.4808068874909766,-1.520979274499417,-1.1834825942912781,-1.4690211220424796,363,367,350,358,8,8,7,8
GP,M,16,U,LE3,T,4,3,health,other,home,father,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,1,3,1,3,5,4,8,10,10,28,-0.8774869075436472,-0.19003817253382177,-0.0907391984402851,-0.40654848926871656,-0.8774869075436472,-0.19003817253382177,-0.0907391984402851,-0.40654848926871656,285,204,210,243,6,5,5,6
GP,M,15,U,GT3,T,4,3,teacher,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,0,13,14,15,42,0.6308130423246762,0.8747147090386544,1.0020041974107081,0.880138794292878,0.6308130423246762,0.8747147090386544,1.0020041974107081,0.880138794292878,96,68,41,75,4,3,2,3
GP,M,15,U,GT3,T,4,4,health,health,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,0,12,15,15,42,0.3291530523510115,1.1409029294317736,1.0020041974107081,0.8676882727649988,0.3291530523510115,1.1409029294317736,1.0020041974107081,0.8676882727649988,129,34,41,75,4,2,2,3
GP,M,16,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,2,15,15,16,46,1.2341330222720055,1.1409029294317736,1.2205528765809066,1.2620446242555925,1.2341330222720055,1.1409029294317736,1.2205528765809066,1.2620446242555925,42,34,25,35,2,2,2,2
GP,M,16,U,LE3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,0,13,13,12,38,0.6308130423246762,0.6085264886455354,0.34635815990011215,0.5565767783887855,0.6308130423246762,0.6085264886455354,0.34635815990011215,0.5565767783887855,96,91,132,115,4,4,4,4
GP,F,15,R,GT3,T,2,4,services,health,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,2,10,9,8,27,-0.2741669275963179,-0.45622639292694084,-0.5278365567806823,-0.4416362183121916,-0.2741669275963179,-0.45622639292694084,-0.5278365567806823,-0.4416362183121916,203,250,294,264,5,6,6,6
GP,F,16,U,GT3,T,2,2,services,services,home,mother,1,1,2,no,yes,yes,no,no,yes,yes,no,1,2,2,1,3,5,14,6,9,8,23,-1.4808068874909766,-0.45622639292694084,-0.5278365567806823,-0.8651644768320962,-1.4808068874909766,-0.45622639292694084,-0.5278365567806823,-0.8651644768320962,363,250,294,314,8,6,6,7
GP,M,15,U,GT3,T,2,2,other,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,5,2,12,12,11,35,0.3291530523510115,0.34233826825241637,0.12780948072991352,0.2805530130560472,0.3291530523510115,0.34233826825241637,0.12780948072991352,0.2805530130560472,129,128,163,153,4,4,5,4
GP,M,15,U,GT3,T,4,2,health,services,other,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,2,2,4,2,4,1,4,15,16,15,46,1.2341330222720055,1.4070911498248926,1.0020041974107081,1.2787660097570241,1.2341330222720055,1.4070911498248926,1.0020041974107081,1.2787660097570241,42,21,41,35,2,2,2,2
GP,M,16,U,LE3,A,3,4,services,other,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,11,11,11,33,0.027493062377346802,0.07615004785929728,0.12780948072991352,0.08123940532397406,0.027493062377346802,0.07615004785929728,0.12780948072991352,0.08123940532397406,164,169,163,180,5,5,5,5
GP,M,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,16,10,12,11,33,-0.2741669275963179,0.34233826825241637,0.12780948072991352,0.06878888379609478,-0.2741669275963179,0.34233826825241637,0.12780948072991352,0.06878888379609478,203,128,163,180,5,4,5,5
GP,M,15,U,GT3,T,4,4,health,services,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,0,9,11,12,32,-0.5758269175699826,0.07615004785929728,0.34635815990011215,-0.05381456633531314,-0.5758269175699826,0.07615004785929728,0.34635815990011215,-0.05381456633531314,254,169,132,193,6,5,4,5
GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,0,17,16,17,50,1.837453002219335,1.4070911498248926,1.4391015557511053,1.643950454218307,1.837453002219335,1.4070911498248926,1.4391015557511053,1.643950454218307,12,21,19,19,1,2,2,2
GP,M,15,R,GT3,T,4,3,teacher,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,17,16,16,49,1.837453002219335,1.4070911498248926,1.2205528765809066,1.5672402966176417,1.837453002219335,1.4070911498248926,1.2205528765809066,1.5672402966176417,12,21,25,23,1,2,2,2
GP,M,15,U,LE3,T,3,3,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,8,10,12,30,-0.8774869075436472,-0.19003817253382177,0.34635815990011215,-0.2531281740673862,-0.8774869075436472,-0.19003817253382177,0.34635815990011215,-0.2531281740673862,285,204,132,217,6,5,4,5
GP,M,16,U,GT3,T,3,2,other,other,home,mother,1,1,0,no,yes,yes,no,no,yes,yes,no,5,4,3,1,1,5,0,12,14,15,41,0.3291530523510115,0.8747147090386544,1.0020041974107081,0.7742567296629019,0.3291530523510115,0.8747147090386544,1.0020041974107081,0.7742567296629019,129,68,41,82,4,3,2,3
GP,F,15,U,GT3,T,2,3,other,other,other,father,2,1,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,0,8,7,6,21,-0.8774869075436472,-0.9886028337131789,-0.9649339151210796,-0.9936837489776682,-0.8774869075436472,-0.9886028337131789,-0.9649339151210796,-0.9936837489776682,285,332,335,328,6,7,7,7
GP,M,15,U,LE3,T,4,3,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,2,15,16,18,49,1.2341330222720055,1.4070911498248926,1.6576502349213038,1.5088964825590196,1.2341330222720055,1.4070911498248926,1.6576502349213038,1.5088964825590196,42,21,7,23,2,2,1,2
GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,7,15,16,15,46,1.2341330222720055,1.4070911498248926,1.0020041974107081,1.2787660097570241,1.2341330222720055,1.4070911498248926,1.0020041974107081,1.2787660097570241,42,21,41,35,2,2,2,2
GP,F,15,R,GT3,T,3,4,services,health,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,2,12,12,11,35,0.3291530523510115,0.34233826825241637,0.12780948072991352,0.2805530130560472,0.3291530523510115,0.34233826825241637,0.12780948072991352,0.2805530130560472,129,128,163,153,4,4,5,4
GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,yes,yes,yes,yes,no,no,4,3,1,1,1,2,8,14,13,13,40,0.9324730322983409,0.6085264886455354,0.5649068390703108,0.7391690006194268,0.9324730322983409,0.6085264886455354,0.5649068390703108,0.7391690006194268,66,91,101,94,3,4,4,4
GP,F,16,U,LE3,T,2,2,other,other,home,mother,2,2,1,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,25,7,10,11,28,-1.179146897517312,-0.19003817253382177,0.12780948072991352,-0.43572039629802767,-1.179146897517312,-0.19003817253382177,0.12780948072991352,-0.43572039629802767,326,204,163,243,7,5,5,6
GP,M,15,U,LE3,T,4,4,teacher,other,home,other,1,1,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,8,12,12,12,36,0.3291530523510115,0.34233826825241637,0.34635815990011215,0.35726317065671237,0.3291530523510115,0.34233826825241637,0.34635815990011215,0.35726317065671237,129,128,132,144,4,4,4,4
GP,M,15,U,GT3,T,4,4,services,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,2,19,18,18,55,2.4407729821666644,1.9394675906111307,1.6576502349213038,2.1192878272831184,2.4407729821666644,1.9394675906111307,1.6576502349213038,2.1192878272831184,1,4,7,5,1,1,1,1
GP,M,15,U,GT3,T,2,2,services,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,0,8,8,11,27,-0.8774869075436472,-0.7224146133200599,0.12780948072991352,-0.5167014178722452,-0.8774869075436472,-0.7224146133200599,0.12780948072991352,-0.5167014178722452,285,300,163,264,6,6,5,6
GP,F,16,U,LE3,T,2,2,other,at_home,course,father,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,14,10,10,9,29,-0.2741669275963179,-0.19003817253382177,-0.3092878776104837,-0.27149451760942944,-0.2741669275963179,-0.19003817253382177,-0.3092878776104837,-0.27149451760942944,203,204,266,232,5,5,6,5
GP,F,15,U,LE3,A,4,3,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,8,8,8,6,22,-0.8774869075436472,-0.7224146133200599,-0.9649339151210796,-0.9002522058755711,-0.8774869075436472,-0.7224146133200599,-0.9649339151210796,-0.9002522058755711,285,300,335,322,6,6,7,7
GP,F,16,U,LE3,A,3,3,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,12,11,12,11,34,0.027493062377346802,0.34233826825241637,0.12780948072991352,0.17467094842607098,0.027493062377346802,0.34233826825241637,0.12780948072991352,0.17467094842607098,164,128,163,167,5,4,5,5
GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,4,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,4,19,19,20,58,2.4407729821666644,2.2056558110042497,2.094747593261701,2.3661396855865457,2.4407729821666644,2.2056558110042497,2.094747593261701,2.3661396855865457,1,1,1,1,1,1,1,1
GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,4,3,3,2,2,5,2,15,15,14,44,1.2341330222720055,1.1409029294317736,0.7834555182405094,1.108624309054262,1.2341330222720055,1.1409029294317736,0.7834555182405094,1.108624309054262,42,34,74,57,2,2,3,3
GP,F,15,U,GT3,T,4,4,services,teacher,other,father,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,2,7,7,7,21,-1.179146897517312,-0.9886028337131789,-0.746385235950881,-1.0228556560069793,-1.179146897517312,-0.9886028337131789,-0.746385235950881,-1.0228556560069793,326,332,326,328,7,7,7,7
GP,F,16,U,LE3,T,2,2,services,services,course,mother,3,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,4,2,12,13,13,38,0.3291530523510115,0.6085264886455354,0.5649068390703108,0.5274048713594744,0.3291530523510115,0.6085264886455354,0.5649068390703108,0.5274048713594744,129,91,101,115,4,4,4,4
GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,5,2,11,13,13,37,0.027493062377346802,0.6085264886455354,0.5649068390703108,0.4215228067294983,0.027493062377346802,0.6085264886455354,0.5649068390703108,0.4215228067294983,164,91,101,128,5,4,4,4
GP,M,15,U,LE3,A,4,2,health,health,other,father,2,1,1,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,6,11,11,10,32,0.027493062377346802,0.07615004785929728,-0.0907391984402851,0.004529247723308857,0.027493062377346802,0.07615004785929728,-0.0907391984402851,0.004529247723308857,164,169,210,193,5,5,5,5
GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,1,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,2,3,5,0,8,10,11,29,-0.8774869075436472,-0.19003817253382177,0.12780948072991352,-0.3298383316680514,-0.8774869075436472,-0.19003817253382177,0.12780948072991352,-0.3298383316680514,285,204,163,232,6,5,5,5
GP,F,15,U,LE3,A,3,3,other,other,other,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,5,3,4,4,4,1,6,10,13,13,36,-0.2741669275963179,0.6085264886455354,0.5649068390703108,0.3156407420995221,-0.2741669275963179,0.6085264886455354,0.5649068390703108,0.3156407420995221,203,91,101,144,5,4,4,4
GP,F,16,U,GT3,A,2,1,other,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,3,4,1,1,2,8,8,9,10,27,-0.8774869075436472,-0.45622639292694084,-0.0907391984402851,-0.4999800323708135,-0.8774869075436472,-0.45622639292694084,-0.0907391984402851,-0.4999800323708135,285,250,210,264,6,6,5,6
GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,1,0,14,15,15,44,0.9324730322983409,1.1409029294317736,1.0020041974107081,1.0794524020249512,0.9324730322983409,1.1409029294317736,1.0020041974107081,1.0794524020249512,66,34,41,57,3,2,2,3
GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,4,14,15,15,44,0.9324730322983409,1.1409029294317736,1.0020041974107081,1.0794524020249512,0.9324730322983409,1.1409029294317736,1.0020041974107081,1.0794524020249512,66,34,41,57,3,2,2,3
GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,9,10,9,28,-0.5758269175699826,-0.19003817253382177,-0.3092878776104837,-0.3773765822394057,-0.5758269175699826,-0.19003817253382177,-0.3092878776104837,-0.3773765822394057,254,204,266,243,6,5,6,6
GP,F,16,U,GT3,T,4,2,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,1,5,2,15,16,16,47,1.2341330222720055,1.4070911498248926,1.2205528765809066,1.3554761673576892,1.2341330222720055,1.4070911498248926,1.2205528765809066,1.3554761673576892,42,21,25,30,2,2,2,2
GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,6,10,11,11,32,-0.2741669275963179,0.07615004785929728,0.12780948072991352,-0.02464265930600213,-0.2741669275963179,0.07615004785929728,0.12780948072991352,-0.02464265930600213,203,169,163,193,5,5,5,5
GP,F,16,U,GT3,T,1,1,services,services,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,6,10,8,11,29,-0.2741669275963179,-0.7224146133200599,0.12780948072991352,-0.3049372886122929,-0.2741669275963179,-0.7224146133200599,0.12780948072991352,-0.3049372886122929,203,300,163,232,5,6,5,5
GP,F,16,U,LE3,T,1,2,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,4,8,10,9,27,-0.8774869075436472,-0.19003817253382177,-0.3092878776104837,-0.48325864686938175,-0.8774869075436472,-0.19003817253382177,-0.3092878776104837,-0.48325864686938175,285,204,266,264,6,5,6,6
GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,3,4,4,2,4,4,2,10,9,9,28,-0.2741669275963179,-0.45622639292694084,-0.3092878776104837,-0.36492606071152633,-0.2741669275963179,-0.45622639292694084,-0.3092878776104837,-0.36492606071152633,203,250,266,243,5,6,6,6
GP,F,15,U,LE3,T,4,3,services,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0,10,10,10,30,-0.2741669275963179,-0.19003817253382177,-0.0907391984402851,-0.19478436000876423,-0.2741669275963179,-0.19003817253382177,-0.0907391984402851,-0.19478436000876423,203,204,210,217,5,5,5,5
GP,F,16,U,LE3,T,4,3,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,2,16,15,15,46,1.5357930122456702,1.1409029294317736,1.0020041974107081,1.2912165312849035,1.5357930122456702,1.1409029294317736,1.0020041974107081,1.2912165312849035,20,34,41,35,2,2,2,2
GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,4,13,13,12,38,0.6308130423246762,0.6085264886455354,0.34635815990011215,0.5565767783887855,0.6308130423246762,0.6085264886455354,0.34635815990011215,0.5565767783887855,96,91,132,115,4,4,4,4
GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,4,0,yes,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,5,4,7,7,6,20,-1.179146897517312,-0.9886028337131789,-0.9649339151210796,-1.0995658136076443,-1.179146897517312,-0.9886028337131789,-0.9649339151210796,-1.0995658136076443,326,332,335,336,7,7,7,7
GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,4,1,3,1,3,4,2,8,9,8,25,-0.8774869075436472,-0.45622639292694084,-0.5278365567806823,-0.6534003475721439,-0.8774869075436472,-0.45622639292694084,-0.5278365567806823,-0.6534003475721439,285,250,294,293,6,6,6,6
GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,12,16,16,16,48,1.5357930122456702,1.4070911498248926,1.2205528765809066,1.4613582319876657,1.5357930122456702,1.4070911498248926,1.2205528765809066,1.4613582319876657,20,21,25,26,2,2,2,2
GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,2,1,1,5,0,13,15,15,43,0.6308130423246762,1.1409029294317736,1.0020041974107081,0.973570337394975,0.6308130423246762,1.1409029294317736,1.0020041974107081,0.973570337394975,96,34,41,66,4,2,2,3
GP,M,15,U,GT3,T,4,2,other,other,course,mother,1,4,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,10,10,10,30,-0.2741669275963179,-0.19003817253382177,-0.0907391984402851,-0.19478436000876423,-0.2741669275963179,-0.19003817253382177,-0.0907391984402851,-0.19478436000876423,203,204,210,217,5,5,5,5
GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,2,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,8,6,5,19,-0.8774869075436472,-1.254791054106298,-1.1834825942912781,-1.1638254496804301,-0.8774869075436472,-1.254791054106298,-1.1834825942912781,-1.1638254496804301,285,353,350,341,6,8,7,7
GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,2,12,12,14,38,0.3291530523510115,0.34233826825241637,0.7834555182405094,0.5106834858580428,0.3291530523510115,0.34233826825241637,0.7834555182405094,0.5106834858580428,129,128,74,115,4,4,3,4
GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,3,2,4,5,54,11,12,11,34,0.027493062377346802,0.34233826825241637,0.12780948072991352,0.17467094842607098,0.027493062377346802,0.34233826825241637,0.12780948072991352,0.17467094842607098,164,128,163,167,5,4,5,5
GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,2,3,5,6,9,9,10,28,-0.5758269175699826,-0.45622639292694084,-0.0907391984402851,-0.39409796774083733,-0.5758269175699826,-0.45622639292694084,-0.0907391984402851,-0.39409796774083733,254,250,210,243,6,6,5,6
GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,8,11,11,10,32,0.027493062377346802,0.07615004785929728,-0.0907391984402851,0.004529247723308857,0.027493062377346802,0.07615004785929728,-0.0907391984402851,0.004529247723308857,164,169,210,193,5,5,5,5
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0,no,no,yes,no,yes,yes,yes,yes,5,2,3,1,3,3,0,11,11,11,33,0.027493062377346802,0.07615004785929728,0.12780948072991352,0.08123940532397406,0.027493062377346802,0.07615004785929728,0.12780948072991352,0.08123940532397406,164,169,163,180,5,5,5,5
GP,M,17,U,GT3,T,2,1,other,other,home,mother,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,2,8,8,10,26,-0.8774869075436472,-0.7224146133200599,-0.0907391984402851,-0.5934115754729103,-0.8774869075436472,-0.7224146133200599,-0.0907391984402851,-0.5934115754729103,285,300,210,287,6,6,5,6
